student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed,skill_diversity,total_experience,cgpa_normalized,certification_score,skill_cgpa_ratio,exp_skill_ratio,department_encoded
STU0136,Computer Science,4,5.76,4,"['Flutter', 'MySQL', 'Power BI', 'Linux']",6,5,4,9,1,4,16,0.576,17,0.591715976331361,3.2,1
STU0137,Mechanical,4,7.11,8,"['MongoDB', 'C++', 'GCP', 'AWS', 'Linux', 'Swift', 'Selenium', 'Docker']",3,4,4,0,1,8,11,0.7110000000000001,8,0.9864364981504317,1.2222222222222223,5
STU0138,Civil,4,5.87,11,"['HTML', 'Node.js', 'Kotlin', 'Spark', 'Embedded C', 'GCP', 'Solidity', 'JavaScript', 'MongoDB', 'Azure', 'React']",1,3,1,1,0,11,7,0.587,3,1.6011644832605532,0.5833333333333334,0
STU0139,Mechanical,4,6.06,8,"['Deep Learning', 'JavaScript', 'MongoDB', 'Flutter', 'Python', 'CSS', 'Git', 'Swift']",4,1,4,3,0,8,6,0.606,11,1.13314447592068,0.6666666666666666,5
STU0140,Electronics,4,5.95,10,"['Python', 'Machine Learning', 'GCP', 'Figma', 'Embedded C', 'Swift', 'Selenium', 'TypeScript', 'SQL', 'Azure']",7,0,3,8,0,10,7,0.595,14,1.4388489208633093,0.6363636363636364,3
STU0141,Civil,3,6.17,3,"['Deep Learning', 'Unity', 'C++']",5,1,3,2,0,3,7,0.617,8,0.41841004184100417,1.75,0
STU0142,Electrical,4,7.29,7,"['MySQL', 'Docker', 'Django', 'Spark', 'AWS', 'Flutter', 'Java']",7,4,2,3,1,7,15,0.729,7,0.8443908323281062,1.875,2
STU0143,Civil,4,6.9,3,"['Postman', 'Figma', 'Selenium']",1,0,4,8,0,3,1,0.6900000000000001,16,0.37974683544303794,0.25,0
STU0144,Mechanical,4,8.52,7,"['AWS', 'Azure', 'Python', 'C++', 'Deep Learning', 'Kotlin', 'Machine Learning']",0,1,0,0,1,7,2,0.852,0,0.7352941176470589,0.25,5
STU0145,Electronics,3,6.34,4,"['AWS', 'Deep Learning', 'Unity', 'Git']",1,0,3,0,1,4,1,0.634,6,0.5449591280653951,0.2,3
STU0146,Civil,3,6.57,11,"['NLP', 'Jira', 'HTML', 'SQL', 'Selenium', 'MySQL', 'Figma', 'Kubernetes', 'Kafka', 'Power BI', 'Postman']",1,2,1,0,1,11,5,0.657,2,1.453104359313078,0.4166666666666667,0
STU0147,Information Science,3,6.97,3,"['Jira', 'Linux', 'CSS']",0,5,4,9,0,3,10,0.697,17,0.3764115432873275,2.5,4
STU0148,Information Science,3,9.44,3,"['Machine Learning', 'FastAPI', 'Linux']",0,0,4,3,0,3,0,0.944,11,0.2873563218390805,0.0,4
STU0149,Computer Science,3,6.86,4,"['Flutter', 'Machine Learning', 'TypeScript', 'Linux']",4,5,0,0,0,4,14,0.686,0,0.5089058524173028,2.8,1
STU0150,Mechanical,4,7.4,11,"['Jira', 'CSS', 'Selenium', 'MongoDB', 'Linux', 'C++', 'JavaScript', 'AWS', 'Embedded C', 'Deep Learning', 'Git']",3,4,2,9,1,11,11,0.74,13,1.3095238095238095,0.9166666666666666,5
STU0151,Computer Science,4,7.31,3,"['Node.js', 'Azure', 'Figma']",6,0,2,9,0,3,6,0.731,13,0.3610108303249098,1.5,1
STU0152,Civil,4,9.68,6,"['Tableau', 'Kubernetes', 'Linux', 'HTML', 'MongoDB', 'CSS']",7,2,1,5,1,6,11,0.968,7,0.5617977528089888,1.5714285714285714,0
STU0153,Electrical,4,6.47,8,"['Figma', 'Flutter', 'Kafka', 'SQL', 'Java', 'AWS', 'Kotlin', 'Docker']",6,5,1,5,0,8,16,0.647,7,1.07095046854083,1.7777777777777777,2
STU0154,Mechanical,4,8.86,3,"['GCP', 'Django', 'JavaScript']",7,3,4,9,1,3,13,0.8859999999999999,17,0.30425963488843816,3.25,5
STU0155,Electrical,4,8.6,8,"['AWS', 'SQL', 'Java', 'Azure', 'Unity', 'Tableau', 'Postman', 'Machine Learning']",3,3,1,9,1,8,9,0.86,11,0.8333333333333334,1.0,2
STU0156,Electronics,4,7.48,11,"['React', 'CSS', 'GCP', 'Figma', 'MongoDB', 'Selenium', 'FastAPI', 'SQL', 'Jira', 'Node.js', 'Tableau']",4,0,3,9,1,11,4,0.748,15,1.2971698113207546,0.3333333333333333,3
STU0157,Civil,4,7.58,5,"['Docker', 'AWS', 'Power BI', 'Spark', 'React']",2,1,3,8,1,5,4,0.758,14,0.5827505827505828,0.6666666666666666,0
STU0158,Mechanical,4,7.43,10,"['C++', 'Spark', 'Unity', 'Flutter', 'Node.js', 'Java', 'Power BI', 'Kafka', 'React', 'Swift']",4,5,3,5,1,10,14,0.743,11,1.1862396204033214,1.2727272727272727,5
STU0159,Electrical,4,8.56,7,"['GCP', 'Django', 'Spark', 'Kubernetes', 'Unity', 'C++', 'Flutter']",5,0,1,8,1,7,5,0.8560000000000001,10,0.7322175732217573,0.625,2
STU0160,Electrical,4,9.37,11,"['Unity', 'Django', 'Postman', 'Power BI', 'Flutter', 'Git', 'Tableau', 'Figma', 'TypeScript', 'Jira', 'Java']",3,1,0,3,1,11,5,0.9369999999999999,3,1.0607521697203472,0.4166666666666667,2
STU0161,Information Science,4,5.36,6,"['CSS', 'Embedded C', 'Python', 'JavaScript', 'TypeScript', 'Git']",2,1,1,4,0,6,4,0.536,6,0.9433962264150942,0.5714285714285714,4
STU0162,Electrical,3,7.34,9,"['Postman', 'Git', 'C++', 'MongoDB', 'Spark', 'Unity', 'FastAPI', 'GCP', 'Django']",3,5,3,3,1,9,13,0.734,9,1.079136690647482,1.3,2
STU0163,Computer Science,3,8.26,7,"['SQL', 'Power BI', 'Machine Learning', 'Docker', 'Tableau', 'Azure', 'Kotlin']",5,1,1,3,1,7,7,0.826,5,0.755939524838013,0.875,1
STU0164,Civil,4,5.16,4,"['Machine Learning', 'Linux', 'Embedded C', 'Unity']",3,4,2,5,1,4,11,0.516,9,0.6493506493506493,2.2,0
STU0165,Mechanical,3,6.55,3,"['Kafka', 'Linux', 'Django']",3,3,1,5,0,3,9,0.655,7,0.3973509933774835,2.25,5
STU0166,Electronics,4,6.34,9,"['Machine Learning', 'AWS', 'MySQL', 'Selenium', 'TypeScript', 'Spark', 'Linux', 'Docker', 'GCP']",1,3,1,4,0,9,7,0.634,6,1.226158038147139,0.7,3
STU0167,Computer Science,3,8.58,8,"['Swift', 'Solidity', 'Kotlin', 'Python', 'AWS', 'Spark', 'Flutter', 'Azure']",4,2,0,3,1,8,8,0.858,3,0.8350730688935282,0.8888888888888888,1
STU0168,Electronics,4,7.73,11,"['SQL', 'GCP', 'MySQL', 'AWS', 'Unity', 'Spark', 'Flutter', 'Docker', 'Tableau', 'CSS', 'Embedded C']",1,3,1,2,1,11,7,0.773,4,1.2600229095074456,0.5833333333333334,3
STU0169,Electrical,4,6.4,4,"['C++', 'FastAPI', 'Kubernetes', 'Selenium']",1,1,2,1,0,4,3,0.64,5,0.5405405405405405,0.6,2
STU0170,Electrical,4,9.79,4,"['Kubernetes', 'Python', 'Flutter', 'TypeScript']",2,2,0,4,1,4,6,0.9789999999999999,4,0.37071362372567196,1.2,2
STU0171,Mechanical,3,6.71,6,"['Postman', 'Solidity', 'GCP', 'Kotlin', 'TypeScript', 'AWS']",4,4,4,9,1,6,12,0.671,17,0.7782101167315175,1.7142857142857142,5
STU0172,Mechanical,3,7.8,7,"['Deep Learning', 'Node.js', 'React', 'Kubernetes', 'Docker', 'Swift', 'Kotlin']",5,1,1,5,1,7,7,0.78,7,0.7954545454545454,0.875,5
STU0173,Electrical,4,5.88,8,"['Solidity', 'Unity', 'Deep Learning', 'Power BI', 'Figma', 'C++', 'Kubernetes', 'Kotlin']",5,4,2,5,0,8,13,0.588,9,1.1627906976744187,1.4444444444444444,2
STU0174,Electronics,4,5.75,4,"['JavaScript', 'HTML', 'Kafka', 'CSS']",0,1,2,0,1,4,2,0.575,4,0.5925925925925926,0.4,3
STU0175,Mechanical,3,5.68,7,"['FastAPI', 'Figma', 'Linux', 'Spark', 'MySQL', 'Git', 'AWS']",5,2,4,3,1,7,9,0.568,11,1.0479041916167666,1.125,5
STU0176,Electrical,4,8.75,6,"['Spark', 'Unity', 'CSS', 'TypeScript', 'Django', 'NLP']",4,1,3,6,1,6,6,0.875,12,0.6153846153846154,0.8571428571428571,2
STU0177,Electrical,4,6.29,5,"['Spark', 'MongoDB', 'Postman', 'Machine Learning', 'Jira']",1,0,0,5,0,5,1,0.629,5,0.6858710562414266,0.16666666666666666,2
STU0178,Electronics,4,9.05,6,"['Azure', 'Postman', 'Spark', 'Solidity', 'Machine Learning', 'Figma']",1,1,3,9,1,6,3,0.905,15,0.5970149253731343,0.42857142857142855,3
STU0179,Computer Science,4,7.99,4,"['Git', 'Kubernetes', 'Python', 'React']",1,0,0,2,1,4,1,0.799,2,0.44493882091212456,0.2,1
STU0180,Computer Science,4,5.25,10,"['Java', 'Docker', 'C++', 'Machine Learning', 'SQL', 'Jira', 'Kafka', 'CSS', 'AWS', 'MySQL']",1,1,4,9,0,10,3,0.525,17,1.6,0.2727272727272727,1
STU0181,Electrical,4,6.95,3,"['SQL', 'NLP', 'GCP']",4,1,2,9,0,3,6,0.6950000000000001,13,0.3773584905660377,1.5,2
STU0182,Information Science,4,9.22,10,"['FastAPI', 'Linux', 'MongoDB', 'Kotlin', 'MySQL', 'Kafka', 'AWS', 'Docker', 'Azure', 'Node.js']",7,2,1,7,1,10,11,0.922,9,0.9784735812133072,1.0,4
STU0183,Electrical,4,5.88,5,"['Swift', 'Git', 'Docker', 'GCP', 'HTML']",2,0,1,7,1,5,2,0.588,9,0.7267441860465116,0.3333333333333333,2
STU0184,Electronics,4,7.81,5,"['TypeScript', 'Docker', 'Git', 'Node.js', 'Azure']",6,4,0,5,1,5,14,0.7809999999999999,5,0.5675368898978435,2.3333333333333335,3
STU0185,Information Science,4,6.85,6,"['C++', 'CSS', 'Docker', 'Django', 'Swift', 'Kafka']",3,1,4,6,0,6,5,0.6849999999999999,14,0.7643312101910829,0.7142857142857143,4
STU0186,Electronics,4,8.71,9,"['FastAPI', 'Postman', 'Kafka', 'Solidity', 'SQL', 'GCP', 'HTML', 'Node.js', 'Deep Learning']",2,2,1,0,1,9,6,0.8710000000000001,2,0.9268795056642636,0.6,3
STU0187,Electrical,4,6.28,10,"['SQL', 'TypeScript', 'Git', 'Kubernetes', 'Power BI', 'Azure', 'Figma', 'Machine Learning', 'Kotlin', 'Kafka']",5,3,1,7,1,10,11,0.628,9,1.3736263736263736,1.0,2
STU0188,Civil,3,8.85,6,"['CSS', 'Python', 'Swift', 'Kafka', 'Jira', 'Power BI']",2,3,1,7,1,6,8,0.885,9,0.6091370558375635,1.1428571428571428,0
STU0189,Information Science,4,5.26,4,"['Kotlin', 'Selenium', 'MongoDB', 'Python']",2,1,2,3,0,4,4,0.526,7,0.6389776357827476,0.8,4
STU0190,Mechanical,3,5.43,9,"['Unity', 'Node.js', 'Jira', 'C++', 'GCP', 'MongoDB', 'Tableau', 'SQL', 'NLP']",4,1,3,1,0,9,6,0.5429999999999999,7,1.3996889580093312,0.6,5
STU0191,Information Science,4,9.42,8,"['GCP', 'Python', 'NLP', 'Machine Learning', 'Power BI', 'FastAPI', 'MySQL', 'Docker']",5,1,1,2,1,8,7,0.942,4,0.7677543186180422,0.7777777777777778,4
STU0192,Civil,4,7.17,5,"['Tableau', 'JavaScript', 'Linux', 'MongoDB', 'NLP']",1,1,3,6,1,5,3,0.717,12,0.6119951040391677,0.5,0
STU0193,Civil,3,7.89,3,"['Machine Learning', 'SQL', 'GCP']",6,0,0,3,1,3,6,0.7889999999999999,3,0.3374578177727784,1.5,0
STU0194,Mechanical,4,5.81,3,"['GCP', 'MongoDB', 'Solidity']",7,5,3,7,0,3,17,0.581,13,0.4405286343612335,4.25,5
STU0195,Computer Science,3,5.79,9,"['CSS', 'Jira', 'C++', 'Solidity', 'Tableau', 'Azure', 'HTML', 'Docker', 'Unity']",6,0,3,9,0,9,6,0.579,15,1.3254786450662739,0.6,1
STU0196,Mechanical,3,9.27,11,"['GCP', 'SQL', 'React', 'Java', 'Kafka', 'Spark', 'FastAPI', 'Django', 'Jira', 'MongoDB', 'Solidity']",7,5,4,8,1,11,17,0.9269999999999999,16,1.071080817916261,1.4166666666666667,5
STU0197,Electrical,4,8.43,9,"['Git', 'AWS', 'Figma', 'Solidity', 'FastAPI', 'Django', 'Python', 'Power BI', 'NLP']",7,2,3,2,1,9,11,0.843,8,0.9544008483563097,1.1,2
STU0198,Electrical,4,7.63,4,"['HTML', 'Azure', 'React', 'Postman']",6,1,3,4,0,4,8,0.763,10,0.46349942062572425,1.6,2
STU0199,Mechanical,4,9.72,10,"['MongoDB', 'Power BI', 'Kafka', 'Django', 'Tableau', 'Solidity', 'Java', 'MySQL', 'Swift', 'React']",7,2,0,2,1,10,11,0.9720000000000001,2,0.9328358208955223,1.0,5
STU0200,Electronics,4,9.45,11,"['Linux', 'MySQL', 'React', 'AWS', 'Spark', 'Node.js', 'Kubernetes', 'TypeScript', 'CSS', 'Docker', 'C++']",4,1,0,6,1,11,6,0.945,6,1.0526315789473686,0.5,3
STU0201,Civil,4,8.25,9,"['Docker', 'FastAPI', 'TypeScript', 'Kotlin', 'Linux', 'Deep Learning', 'Azure', 'GCP', 'Swift']",3,3,3,4,1,9,9,0.825,10,0.972972972972973,0.9,0
STU0202,Computer Science,4,9.36,9,"['Deep Learning', 'SQL', 'CSS', 'Kafka', 'Tableau', 'MongoDB', 'JavaScript', 'Django', 'Figma']",3,3,3,0,1,9,9,0.9359999999999999,6,0.8687258687258688,0.9,1
STU0203,Civil,4,6.66,9,"['Git', 'JavaScript', 'Swift', 'Unity', 'GCP', 'Embedded C', 'MySQL', 'Java', 'AWS']",1,2,3,3,0,9,5,0.666,9,1.1749347258485638,0.5,0
STU0204,Civil,4,7.75,10,"['HTML', 'Flutter', 'Git', 'Python', 'MongoDB', 'Django', 'Postman', 'Swift', 'AWS', 'Deep Learning']",0,2,1,4,1,10,4,0.775,6,1.1428571428571428,0.36363636363636365,0
STU0205,Electrical,3,8.83,8,"['Node.js', 'TypeScript', 'React', 'Swift', 'Deep Learning', 'Unity', 'MySQL', 'JavaScript']",1,5,3,9,1,8,11,0.883,15,0.8138351983723296,1.2222222222222223,2
STU0206,Electrical,4,5.36,5,"['Postman', 'Flutter', 'Jira', 'Django', 'HTML']",2,5,4,0,0,5,12,0.536,8,0.7861635220125786,2.0,2
STU0207,Computer Science,3,5.01,3,"['TypeScript', 'CSS', 'Postman']",0,2,0,5,0,3,4,0.501,5,0.49916805324459235,1.0,1
STU0208,Civil,4,9.2,3,"['Django', 'React', 'Docker']",0,1,3,0,0,3,2,0.9199999999999999,6,0.29411764705882354,0.5,0
STU0209,Electrical,4,5.63,6,"['Kubernetes', 'Deep Learning', 'MongoDB', 'SQL', 'Git', 'Spark']",3,3,1,8,0,6,9,0.563,10,0.9049773755656109,1.2857142857142858,2
STU0210,Civil,4,5.41,4,"['JavaScript', 'Docker', 'Git', 'Django']",0,5,2,9,0,4,10,0.541,13,0.62402496099844,2.0,0
STU0211,Information Science,4,8.38,6,"['Selenium', 'Swift', 'Linux', 'Unity', 'Power BI', 'Python']",4,0,0,8,1,6,4,0.8380000000000001,8,0.6396588486140724,0.5714285714285714,4
STU0212,Electrical,3,5.33,5,"['JavaScript', 'HTML', 'Selenium', 'MongoDB', 'FastAPI']",7,2,3,2,0,5,11,0.533,8,0.7898894154818326,1.8333333333333333,2
STU0213,Computer Science,4,9.23,10,"['AWS', 'Git', 'TypeScript', 'C++', 'Tableau', 'Django', 'Spark', 'Python', 'Flutter', 'MongoDB']",5,4,2,1,1,10,13,0.923,5,0.9775171065493645,1.1818181818181819,1
STU0214,Computer Science,4,8.46,10,"['Selenium', 'HTML', 'FastAPI', 'Java', 'Figma', 'Spark', 'Unity', 'Jira', 'Postman', 'Embedded C']",0,5,0,1,1,10,10,0.8460000000000001,1,1.0570824524312896,0.9090909090909091,1
STU0215,Electronics,4,8.87,9,"['Java', 'Deep Learning', 'Solidity', 'Spark', 'MySQL', 'Unity', 'Selenium', 'Postman', 'Git']",6,1,1,6,1,9,8,0.8869999999999999,8,0.9118541033434652,0.8,3
STU0216,Mechanical,4,8.1,11,"['Tableau', 'C++', 'Kotlin', 'CSS', 'Kafka', 'Linux', 'Flutter', 'JavaScript', 'HTML', 'Java', 'FastAPI']",5,1,0,2,1,11,7,0.8099999999999999,2,1.208791208791209,0.5833333333333334,5
STU0217,Mechanical,4,7.42,3,"['Power BI', 'Jira', 'Unity']",0,3,0,0,0,3,6,0.742,0,0.35629453681710216,1.5,5
STU0218,Electronics,4,9.65,4,"['NLP', 'C++', 'Solidity', 'Postman']",3,5,4,6,1,4,13,0.9650000000000001,14,0.3755868544600939,2.6,3
STU0219,Electrical,4,5.64,7,"['Spark', 'Azure', 'C++', 'Jira', 'AWS', 'Flutter', 'Kotlin']",7,3,1,8,1,7,13,0.564,10,1.0542168674698795,1.625,2
STU0220,Information Science,3,8.6,7,"['Swift', 'Python', 'JavaScript', 'Deep Learning', 'SQL', 'C++', 'Docker']",2,1,4,7,1,7,4,0.86,15,0.7291666666666667,0.5,4
STU0221,Information Science,3,7.36,3,"['Swift', 'Deep Learning', 'Tableau']",6,2,3,9,1,3,10,0.736,15,0.35885167464114837,2.5,4
STU0222,Electronics,4,8.93,10,"['Git', 'Power BI', 'GCP', 'Django', 'Solidity', 'Deep Learning', 'Figma', 'C++', 'Kubernetes', 'MySQL']",7,3,1,7,1,10,13,0.893,9,1.0070493454179255,1.1818181818181819,3
STU0223,Electrical,4,6.54,9,"['Django', 'Git', 'Kafka', 'Swift', 'Flutter', 'Java', 'C++', 'JavaScript', 'HTML']",3,1,1,9,1,9,5,0.654,11,1.193633952254642,0.5,2
STU0224,Computer Science,3,5.19,3,"['Solidity', 'Power BI', 'MySQL']",3,1,2,8,0,3,5,0.519,12,0.4846526655896607,1.25,1
STU0225,Electrical,4,6.68,3,"['TypeScript', 'CSS', 'Embedded C']",0,4,2,2,0,3,8,0.6679999999999999,6,0.390625,2.0,2
STU0226,Electronics,4,5.79,5,"['JavaScript', 'Embedded C', 'Linux', 'Jira', 'Solidity']",5,3,4,2,0,5,11,0.579,10,0.7363770250368189,1.8333333333333333,3
STU0227,Mechanical,4,6.6,10,"['Deep Learning', 'NLP', 'Linux', 'TypeScript', 'SQL', 'C++', 'HTML', 'Spark', 'Node.js', 'Kafka']",0,0,1,3,0,10,0,0.6599999999999999,5,1.3157894736842106,0.0,5
STU0228,Information Science,4,5.17,5,"['AWS', 'CSS', 'FastAPI', 'React', 'Kafka']",4,1,1,3,0,5,6,0.517,5,0.8103727714748784,1.0,4
STU0229,Information Science,4,5.18,8,"['Java', 'Node.js', 'TypeScript', 'Embedded C', 'NLP', 'Linux', 'JavaScript', 'Power BI']",7,0,0,3,0,8,7,0.518,3,1.2944983818770228,0.7777777777777778,4
STU0230,Civil,4,6.99,5,"['Kotlin', 'AWS', 'GCP', 'Linux', 'Machine Learning']",5,1,0,0,0,5,7,0.6990000000000001,0,0.6257822277847309,1.1666666666666667,0
STU0231,Civil,3,5.92,10,"['MySQL', 'Power BI', 'Flutter', 'Machine Learning', 'Azure', 'SQL', 'Kafka', 'TypeScript', 'MongoDB', 'CSS']",1,2,3,9,1,10,5,0.592,15,1.4450867052023122,0.45454545454545453,0
STU0232,Electrical,3,9.57,11,"['Embedded C', 'Tableau', 'Unity', 'Java', 'MySQL', 'CSS', 'GCP', 'React', 'Node.js', 'Swift', 'Machine Learning']",7,5,0,9,1,11,17,0.9570000000000001,9,1.0406811731315042,1.4166666666666667,2
STU0233,Electrical,4,8.78,6,"['JavaScript', 'Machine Learning', 'SQL', 'Kafka', 'FastAPI', 'Node.js']",6,0,1,8,1,6,6,0.8779999999999999,10,0.6134969325153374,0.8571428571428571,2
STU0234,Information Science,4,5.21,7,"['Selenium', 'Node.js', 'Unity', 'Azure', 'Linux', 'CSS', 'Power BI']",5,1,4,6,0,7,7,0.521,14,1.1272141706924315,0.875,4
STU0235,Electronics,4,9.01,11,"['Git', 'Unity', 'Node.js', 'C++', 'Postman', 'Embedded C', 'Selenium', 'CSS', 'Kotlin', 'GCP', 'HTML']",4,4,4,7,1,11,12,0.901,15,1.098901098901099,1.0,3
STU0236,Civil,4,9.06,6,"['Java', 'Linux', 'AWS', 'Tableau', 'Solidity', 'Embedded C']",7,3,0,3,1,6,13,0.906,3,0.5964214711729622,1.8571428571428572,0
STU0237,Electronics,3,7.02,7,"['Kafka', 'Machine Learning', 'JavaScript', 'Solidity', 'Deep Learning', 'Postman', 'Kubernetes']",0,2,2,7,0,7,4,0.702,11,0.8728179551122195,0.5,3
STU0238,Information Science,3,7.69,4,"['Machine Learning', 'C++', 'JavaScript', 'Docker']",7,4,2,8,1,4,15,0.769,12,0.4602991944764096,3.0,4
STU0239,Electronics,4,6.88,9,"['Kubernetes', 'Machine Learning', 'Azure', 'Power BI', 'Flutter', 'Selenium', 'Docker', 'Tableau', 'Solidity']",4,3,0,3,0,9,10,0.688,3,1.1421319796954315,1.0,3
STU0240,Electronics,4,8.43,5,"['Spark', 'SQL', 'Kotlin', 'Figma', 'Swift']",5,4,2,2,1,5,13,0.843,6,0.5302226935312832,2.1666666666666665,3
STU0241,Civil,4,6.42,11,"['Kotlin', 'Node.js', 'Kafka', 'Django', 'GCP', 'Kubernetes', 'Deep Learning', 'Selenium', 'Jira', 'JavaScript', 'FastAPI']",2,4,1,9,0,11,10,0.642,11,1.482479784366577,0.8333333333333334,0
STU0242,Electrical,3,7.37,9,"['HTML', 'Jira', 'MongoDB', 'Python', 'FastAPI', 'MySQL', 'Swift', 'Flutter', 'Kafka']",2,2,1,4,1,9,6,0.737,6,1.075268817204301,0.6,2
STU0243,Electrical,3,5.55,11,"['SQL', 'MongoDB', 'Unity', 'Java', 'HTML', 'Power BI', 'AWS', 'Spark', 'JavaScript', 'Solidity', 'Postman']",3,5,0,6,1,11,13,0.5549999999999999,6,1.6793893129770994,1.0833333333333333,2
STU0244,Information Science,4,8.18,5,"['Kafka', 'Figma', 'JavaScript', 'Java', 'MySQL']",1,3,2,6,1,5,7,0.818,10,0.5446623093681917,1.1666666666666667,4
STU0245,Civil,3,6.49,10,"['AWS', 'Tableau', 'Django', 'Node.js', 'Kubernetes', 'TypeScript', 'Docker', 'Spark', 'CSS', 'MongoDB']",7,1,4,2,0,10,9,0.649,10,1.335113484646195,0.8181818181818182,0
STU0246,Electronics,4,7.19,8,"['Postman', 'JavaScript', 'Unity', 'HTML', 'FastAPI', 'CSS', 'Kafka', 'Jira']",4,1,1,6,1,8,6,0.7190000000000001,8,0.9768009768009767,0.6666666666666666,3
STU0247,Mechanical,4,5.61,11,"['React', 'NLP', 'Spark', 'SQL', 'MongoDB', 'Embedded C', 'Tableau', 'Docker', 'HTML', 'Kotlin', 'Django']",0,0,3,0,0,11,0,0.561,6,1.664145234493192,0.0,5
STU0248,Mechanical,4,7.0,8,"['TypeScript', 'CSS', 'C++', 'HTML', 'Flutter', 'AWS', 'Tableau', 'Kubernetes']",5,1,3,5,1,8,7,0.7,11,1.0,0.7777777777777778,5
STU0249,Civil,3,6.16,8,"['Unity', 'React', 'Azure', 'Spark', 'Power BI', 'Kubernetes', 'Django', 'Flutter']",7,5,0,1,1,8,17,0.616,1,1.1173184357541899,1.8888888888888888,0
STU0250,Electrical,4,5.51,11,"['Azure', 'Machine Learning', 'JavaScript', 'FastAPI', 'NLP', 'Unity', 'Spark', 'C++', 'Django', 'TypeScript', 'Swift']",2,3,2,9,1,11,8,0.5509999999999999,13,1.6897081413210446,0.6666666666666666,2
STU0251,Electrical,3,6.59,7,"['Node.js', 'Azure', 'NLP', 'Deep Learning', 'MySQL', 'FastAPI', 'Spark']",6,3,0,1,0,7,12,0.659,1,0.922266139657444,1.5,2
STU0252,Computer Science,3,9.18,8,"['Django', 'Solidity', 'Power BI', 'Azure', 'React', 'Deep Learning', 'Selenium', 'Git']",5,1,4,2,1,8,7,0.9179999999999999,10,0.7858546168958743,0.7777777777777778,1
STU0253,Computer Science,4,5.98,11,"['Python', 'TypeScript', 'Git', 'Node.js', 'Tableau', 'Unity', 'React', 'Embedded C', 'Selenium', 'Machine Learning', 'Deep Learning']",3,0,1,7,0,11,3,0.5980000000000001,9,1.5759312320916905,0.25,1
STU0254,Information Science,4,9.34,7,"['Swift', 'Jira', 'Flutter', 'Spark', 'FastAPI', 'Azure', 'CSS']",1,4,3,4,1,7,9,0.9339999999999999,10,0.6769825918762089,1.125,4
STU0255,Mechanical,4,5.63,6,"['TypeScript', 'Kafka', 'Postman', 'Jira', 'SQL', 'Embedded C']",5,0,4,4,1,6,5,0.563,12,0.9049773755656109,0.7142857142857143,5
STU0256,Computer Science,4,7.26,10,"['Solidity', 'Unity', 'Spark', 'Swift', 'C++', 'Node.js', 'Linux', 'Django', 'React', 'Tableau']",2,0,0,7,1,10,2,0.726,7,1.2106537530266344,0.18181818181818182,1
STU0257,Mechanical,3,7.26,8,"['NLP', 'Figma', 'React', 'HTML', 'Deep Learning', 'Spark', 'Jira', 'CSS']",5,4,2,2,1,8,13,0.726,6,0.9685230024213075,1.4444444444444444,5
STU0258,Civil,4,7.01,6,"['NLP', 'Power BI', 'Java', 'Docker', 'MongoDB', 'Jira']",1,3,2,4,1,6,7,0.701,8,0.7490636704119851,1.0,0
STU0259,Computer Science,4,5.95,3,"['Git', 'CSS', 'Kotlin']",7,0,4,6,0,3,7,0.595,14,0.4316546762589928,1.75,1
STU0260,Mechanical,4,9.31,7,"['C++', 'AWS', 'Node.js', 'Power BI', 'Embedded C', 'Java', 'Tableau']",4,4,2,0,1,7,12,0.931,4,0.678952473326867,1.5,5
STU0261,Mechanical,4,5.75,10,"['TypeScript', 'Tableau', 'Solidity', 'NLP', 'Kotlin', 'Linux', 'Kafka', 'SQL', 'Power BI', 'Java']",5,1,1,7,0,10,7,0.575,9,1.4814814814814814,0.6363636363636364,5
STU0262,Mechanical,4,7.85,7,"['Node.js', 'MongoDB', 'C++', 'React', 'Kotlin', 'Solidity', 'Git']",2,4,0,4,1,7,10,0.7849999999999999,4,0.7909604519774012,1.25,5
STU0263,Mechanical,3,8.72,7,"['NLP', 'Linux', 'Swift', 'Solidity', 'Django', 'Python', 'Figma']",0,4,2,2,1,7,8,0.8720000000000001,6,0.7201646090534979,1.0,5
STU0264,Information Science,3,5.77,6,"['GCP', 'Kubernetes', 'AWS', 'NLP', 'Spark', 'Embedded C']",0,3,2,8,1,6,6,0.577,12,0.8862629246676514,0.8571428571428571,4
STU0265,Information Science,4,8.13,4,"['Swift', 'Kafka', 'JavaScript', 'Docker']",3,2,1,1,1,4,7,0.8130000000000001,3,0.43811610076670315,1.4,4
STU0266,Information Science,4,9.79,6,"['Django', 'Postman', 'HTML', 'Machine Learning', 'React', 'Unity']",2,2,0,5,1,6,6,0.9789999999999999,5,0.5560704355885079,0.8571428571428571,4
STU0267,Computer Science,3,9.0,6,"['MySQL', 'FastAPI', 'Solidity', 'SQL', 'Embedded C', 'GCP']",2,1,2,7,1,6,4,0.9,11,0.6,0.5714285714285714,1
STU0268,Electronics,4,7.42,7,"['Kotlin', 'MongoDB', 'CSS', 'Solidity', 'Power BI', 'C++', 'SQL']",3,3,2,4,1,7,9,0.742,8,0.831353919239905,1.125,3
STU0269,Mechanical,4,6.11,5,"['Solidity', 'Deep Learning', 'Figma', 'Unity', 'Git']",7,5,3,9,1,5,17,0.611,15,0.7032348804500703,2.8333333333333335,5
