student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed
STU0189,Electrical,4,6.75,6,"['Django', 'Python', 'JavaScript', 'Java', 'Deep Learning', 'NLP']",3,4,4,3,0
STU0190,Electrical,4,6.47,4,"['MongoDB', 'Linux', 'Node.js', 'AWS']",0,1,4,7,0
STU0191,Computer Science,4,8.15,4,"['CSS', 'Docker', 'Deep Learning', 'MongoDB']",3,3,2,6,1
STU0192,Mechanical,3,6.93,4,"['AWS', 'Git', 'MongoDB', 'Java']",3,0,4,5,0
STU0193,Computer Science,3,7.67,5,"['Python', 'HTML', 'SQL', 'Deep Learning', 'MySQL']",6,4,4,3,1
STU0194,Electronics,3,6.41,7,"['Linux', 'Django', 'HTML', 'C++', 'React', 'Node.js', 'Docker']",7,1,2,6,0
STU0195,Mechanical,4,7.45,9,"['Node.js', 'NLP', 'Deep Learning', 'SQL', 'Docker', 'React', 'C++', 'Django', 'Machine Learning']",3,0,3,9,1
STU0196,Information Science,4,5.96,9,"['HTML', 'MySQL', 'JavaScript', 'React', 'SQL', 'CSS', 'Docker', 'Machine Learning', 'AWS']",2,2,2,0,0
STU0197,Electrical,3,5.2,7,"['SQL', 'Git', 'Java', 'JavaScript', 'Linux', 'Machine Learning', 'NLP']",6,3,2,0,0
STU0198,Computer Science,4,5.38,8,"['Linux', 'CSS', 'Django', 'Java', 'C++', 'React', 'JavaScript', 'NLP']",2,3,0,9,0
STU0199,Electronics,3,8.18,10,"['Python', 'Django', 'HTML', 'MySQL', 'Docker', 'C++', 'Java', 'Machine Learning', 'AWS', 'JavaScript']",1,3,1,2,1
STU0200,Electrical,4,8.32,5,"['Python', 'React', 'AWS', 'Django', 'CSS']",0,5,0,1,1
STU0201,Electrical,4,8.16,7,"['JavaScript', 'Django', 'NLP', 'C++', 'Deep Learning', 'Linux', 'Java']",1,4,3,2,1
STU0202,Electrical,4,5.32,5,"['Git', 'CSS', 'Docker', 'Java', 'AWS']",7,1,0,7,0
STU0203,Electrical,4,5.66,9,"['Deep Learning', 'Docker', 'CSS', 'C++', 'Django', 'NLP', 'MySQL', 'Python', 'SQL']",1,5,1,4,1
STU0204,Information Science,4,6.32,10,"['Java', 'SQL', 'Deep Learning', 'Node.js', 'JavaScript', 'HTML', 'React', 'Django', 'C++', 'NLP']",7,2,3,5,0
STU0205,Electronics,4,7.94,11,"['Linux', 'JavaScript', 'Node.js', 'C++', 'MySQL', 'AWS', 'React', 'Python', 'MongoDB', 'NLP', 'Django']",2,3,2,0,1
STU0206,Mechanical,4,5.34,6,"['Git', 'Node.js', 'CSS', 'Deep Learning', 'Machine Learning', 'HTML']",6,5,3,7,0
STU0207,Information Science,3,8.02,6,"['Docker', 'Python', 'Machine Learning', 'NLP', 'Linux', 'SQL']",2,5,1,5,1
STU0208,Electronics,4,7.63,7,"['Python', 'Node.js', 'C++', 'MySQL', 'MongoDB', 'NLP', 'Linux']",0,4,1,3,0
STU0209,Computer Science,3,5.12,3,"['JavaScript', 'Java', 'Docker']",3,3,0,1,0
STU0210,Information Science,3,5.48,5,"['MongoDB', 'C++', 'Linux', 'MySQL', 'Python']",0,0,2,3,0
STU0211,Mechanical,4,8.51,7,"['SQL', 'Django', 'HTML', 'Deep Learning', 'MongoDB', 'Python', 'React']",7,5,0,9,1
STU0212,Civil,4,8.01,6,"['C++', 'Node.js', 'AWS', 'MongoDB', 'CSS', 'HTML']",4,5,1,6,1
STU0213,Civil,4,6.96,7,"['Node.js', 'CSS', 'AWS', 'Java', 'Python', 'React', 'NLP']",7,1,4,5,0
STU0214,Electrical,4,8.96,4,"['NLP', 'Java', 'HTML', 'MongoDB']",1,4,3,6,1
STU0215,Mechanical,4,7.97,8,"['Deep Learning', 'MySQL', 'React', 'CSS', 'Docker', 'MongoDB', 'HTML', 'Python']",3,1,1,1,1
STU0216,Information Science,4,6.21,9,"['React', 'Git', 'MySQL', 'CSS', 'AWS', 'Node.js', 'Docker', 'C++', 'NLP']",7,3,3,2,0
STU0217,Civil,4,6.55,5,"['React', 'MongoDB', 'JavaScript', 'Linux', 'HTML']",7,0,1,4,0
STU0218,Computer Science,4,8.23,6,"['HTML', 'JavaScript', 'CSS', 'C++', 'SQL', 'Django']",3,5,2,1,1
STU0219,Mechanical,4,8.35,7,"['C++', 'Python', 'Node.js', 'NLP', 'Django', 'Git', 'SQL']",3,0,0,3,1
STU0220,Electronics,3,9.41,5,"['Django', 'Java', 'Node.js', 'Machine Learning', 'MongoDB']",1,4,4,3,1
STU0221,Mechanical,3,7.91,3,"['Git', 'NLP', 'Java']",3,2,0,7,0
STU0222,Mechanical,4,5.64,9,"['AWS', 'CSS', 'React', 'JavaScript', 'Django', 'MongoDB', 'Java', 'Node.js', 'NLP']",2,3,2,4,0
STU0223,Electronics,3,6.08,6,"['MongoDB', 'Python', 'Docker', 'Java', 'Machine Learning', 'HTML']",7,1,1,2,0
STU0224,Electronics,4,5.74,11,"['Docker', 'HTML', 'Python', 'Node.js', 'SQL', 'AWS', 'React', 'MongoDB', 'Java', 'CSS', 'Git']",2,2,3,5,1
STU0225,Civil,3,6.9,6,"['MongoDB', 'MySQL', 'Java', 'SQL', 'JavaScript', 'Machine Learning']",0,5,1,5,0
STU0226,Electrical,3,7.12,11,"['HTML', 'Node.js', 'Machine Learning', 'JavaScript', 'Java', 'CSS', 'Deep Learning', 'AWS', 'React', 'MySQL', 'Git']",3,1,0,9,1
STU0227,Computer Science,3,6.0,3,"['C++', 'NLP', 'React']",1,3,0,6,0
STU0228,Mechanical,4,8.98,10,"['Git', 'React', 'Linux', 'Machine Learning', 'AWS', 'CSS', 'JavaScript', 'Python', 'HTML', 'MongoDB']",5,5,2,1,1
STU0229,Electrical,4,9.49,6,"['MySQL', 'SQL', 'AWS', 'Java', 'HTML', 'C++']",0,1,0,9,1
STU0230,Electronics,4,9.35,9,"['Django', 'MySQL', 'Machine Learning', 'MongoDB', 'React', 'Linux', 'C++', 'AWS', 'CSS']",3,2,1,3,1
STU0231,Civil,4,7.3,3,"['MongoDB', 'Python', 'React']",1,4,4,6,1
STU0232,Civil,3,5.12,9,"['Docker', 'Python', 'HTML', 'React', 'SQL', 'Java', 'MongoDB', 'Node.js', 'AWS']",7,4,2,8,0
STU0233,Computer Science,3,8.82,9,"['Deep Learning', 'C++', 'Docker', 'SQL', 'Linux', 'MongoDB', 'Machine Learning', 'Django', 'AWS']",5,5,0,3,1
STU0234,Electrical,4,5.85,8,"['JavaScript', 'NLP', 'CSS', 'MongoDB', 'SQL', 'Python', 'Machine Learning', 'React']",1,2,1,7,0
STU0235,Electronics,4,8.99,7,"['Python', 'CSS', 'SQL', 'Deep Learning', 'HTML', 'Linux', 'React']",3,0,0,2,1
STU0236,Mechanical,4,8.13,9,"['Linux', 'Node.js', 'Machine Learning', 'Java', 'React', 'AWS', 'CSS', 'HTML', 'SQL']",7,5,4,6,1
STU0237,Computer Science,4,8.36,5,"['Java', 'Django', 'Node.js', 'SQL', 'C++']",7,5,4,1,1
STU0238,Mechanical,4,7.11,9,"['Deep Learning', 'MySQL', 'Docker', 'MongoDB', 'Django', 'Python', 'Linux', 'HTML', 'Node.js']",3,4,4,0,1
STU0239,Electrical,4,8.43,11,"['SQL', 'Machine Learning', 'NLP', 'Python', 'Git', 'HTML', 'JavaScript', 'C++', 'React', 'Java', 'Linux']",3,4,4,2,1
STU0240,Civil,4,5.79,11,"['MongoDB', 'SQL', 'Docker', 'HTML', 'Python', 'Machine Learning', 'CSS', 'React', 'Git', 'NLP', 'JavaScript']",7,3,1,1,0
STU0241,Mechanical,4,8.83,8,"['AWS', 'MongoDB', 'CSS', 'C++', 'NLP', 'Python', 'HTML', 'MySQL']",3,0,2,8,1
STU0242,Mechanical,4,6.06,7,"['Docker', 'Deep Learning', 'HTML', 'Linux', 'Python', 'CSS', 'JavaScript']",4,1,4,3,0
STU0243,Information Science,4,5.73,10,"['Deep Learning', 'SQL', 'Python', 'C++', 'MySQL', 'Linux', 'Django', 'Machine Learning', 'HTML', 'Docker']",6,1,3,6,0
STU0244,Mechanical,4,8.76,9,"['Python', 'React', 'Linux', 'Docker', 'JavaScript', 'AWS', 'Node.js', 'NLP', 'Git']",7,0,3,8,1
STU0245,Electrical,4,6.45,9,"['HTML', 'NLP', 'Git', 'Deep Learning', 'Machine Learning', 'Linux', 'Java', 'AWS', 'React']",4,2,1,1,0
STU0246,Electrical,3,6.39,9,"['Python', 'Linux', 'JavaScript', 'SQL', 'Node.js', 'MongoDB', 'HTML', 'NLP', 'Git']",5,2,0,0,0
STU0247,Electrical,4,7.29,5,"['Docker', 'Django', 'C++', 'MongoDB', 'Machine Learning']",7,4,2,3,1
STU0248,Civil,4,9.69,3,"['AWS', 'Node.js', 'NLP']",4,5,3,0,1
STU0249,Information Science,4,7.25,11,"['C++', 'Git', 'Docker', 'SQL', 'Deep Learning', 'Machine Learning', 'HTML', 'Python', 'Django', 'NLP', 'React']",4,4,2,4,1
STU0250,Electronics,4,7.74,3,"['MongoDB', 'AWS', 'C++']",0,4,1,8,0
STU0251,Electrical,3,8.41,8,"['Deep Learning', 'MongoDB', 'Machine Learning', 'MySQL', 'C++', 'Git', 'HTML', 'Node.js']",1,0,3,5,1
STU0252,Electrical,3,7.21,9,"['Node.js', 'Deep Learning', 'SQL', 'Git', 'C++', 'Linux', 'Docker', 'Django', 'NLP']",2,1,1,6,1
STU0253,Electronics,4,9.76,3,"['Python', 'Git', 'JavaScript']",5,0,0,7,0
STU0254,Civil,3,6.57,11,"['AWS', 'React', 'HTML', 'SQL', 'Django', 'MongoDB', 'NLP', 'MySQL', 'CSS', 'Docker', 'Linux']",1,2,1,0,1
STU0255,Electronics,4,5.96,3,"['MySQL', 'HTML', 'Node.js']",6,3,1,3,1
STU0256,Mechanical,3,6.32,4,"['JavaScript', 'AWS', 'React', 'Django']",6,3,2,9,1
STU0257,Computer Science,4,9.26,11,"['Node.js', 'SQL', 'NLP', 'React', 'Docker', 'MySQL', 'MongoDB', 'Django', 'AWS', 'Deep Learning', 'C++']",7,1,2,6,1
STU0258,Mechanical,4,6.74,6,"['NLP', 'Django', 'Git', 'AWS', 'Node.js', 'Docker']",2,3,0,1,0
STU0259,Computer Science,3,7.32,11,"['SQL', 'C++', 'Java', 'Docker', 'AWS', 'JavaScript', 'Django', 'NLP', 'MySQL', 'React', 'Linux']",5,0,3,0,1
STU0260,Civil,3,8.54,10,"['NLP', 'JavaScript', 'Linux', 'C++', 'Django', 'React', 'CSS', 'Node.js', 'Git', 'Docker']",7,2,3,8,1
STU0261,Mechanical,4,7.08,7,"['AWS', 'Git', 'Deep Learning', 'CSS', 'JavaScript', 'React', 'Node.js']",6,1,2,7,1
STU0262,Mechanical,3,6.05,8,"['Machine Learning', 'Deep Learning', 'C++', 'Django', 'Linux', 'HTML', 'Java', 'Git']",1,1,0,9,0
STU0263,Mechanical,4,9.69,6,"['Node.js', 'C++', 'HTML', 'MongoDB', 'JavaScript', 'Django']",6,4,0,1,1
STU0264,Electronics,4,6.89,5,"['HTML', 'Python', 'Node.js', 'MongoDB', 'AWS']",6,2,3,4,0
STU0265,Electrical,4,6.47,5,"['MySQL', 'Docker', 'JavaScript', 'SQL', 'Java']",6,5,1,5,0
STU0266,Electronics,4,8.66,3,"['React', 'Git', 'Node.js']",1,5,4,2,1
STU0267,Computer Science,4,6.33,11,"['Python', 'C++', 'CSS', 'JavaScript', 'AWS', 'Node.js', 'Django', 'Linux', 'MySQL', 'MongoDB', 'Docker']",4,3,1,6,1
STU0268,Computer Science,4,6.35,8,"['Git', 'Deep Learning', 'React', 'SQL', 'HTML', 'Node.js', 'AWS', 'MySQL']",6,0,2,1,0
STU0269,Electrical,4,5.19,11,"['MongoDB', 'AWS', 'Docker', 'C++', 'CSS', 'Git', 'HTML', 'Python', 'NLP', 'MySQL', 'Linux']",2,2,1,5,0
STU0270,Information Science,3,8.64,7,"['NLP', 'Docker', 'JavaScript', 'CSS', 'HTML', 'MongoDB', 'C++']",5,0,3,7,1
STU0271,Civil,4,9.63,10,"['Python', 'MySQL', 'Node.js', 'Git', 'SQL', 'JavaScript', 'Java', 'Deep Learning', 'React', 'Django']",4,4,3,1,1
STU0272,Civil,4,9.36,10,"['JavaScript', 'MongoDB', 'CSS', 'C++', 'Java', 'MySQL', 'Python', 'Git', 'SQL', 'Machine Learning']",7,3,2,3,1
STU0273,Computer Science,3,6.53,6,"['Java', 'MongoDB', 'SQL', 'CSS', 'Node.js', 'C++']",3,3,1,4,0
STU0274,Electrical,3,9.79,7,"['Django', 'Git', 'Linux', 'React', 'Node.js', 'Python', 'MongoDB']",2,0,4,2,1
STU0275,Civil,3,7.6,8,"['Machine Learning', 'AWS', 'MySQL', 'Deep Learning', 'CSS', 'Docker', 'Python', 'C++']",0,1,0,3,0
STU0276,Mechanical,4,8.82,6,"['SQL', 'Node.js', 'Django', 'AWS', 'Git', 'Docker']",3,0,2,8,1
STU0277,Computer Science,3,7.13,4,"['CSS', 'Machine Learning', 'HTML', 'AWS']",7,5,3,3,1
STU0278,Electrical,3,7.25,11,"['Java', 'Node.js', 'C++', 'Python', 'Docker', 'Deep Learning', 'AWS', 'Git', 'CSS', 'Linux', 'Machine Learning']",4,2,4,1,1
STU0279,Civil,3,9.28,6,"['React', 'C++', 'Docker', 'Python', 'CSS', 'Git']",1,1,2,2,1
STU0280,Mechanical,4,8.66,3,"['MongoDB', 'NLP', 'Git']",0,5,4,0,1
STU0281,Electronics,3,6.34,8,"['MySQL', 'Django', 'Machine Learning', 'C++', 'Java', 'Git', 'HTML', 'NLP']",7,0,0,2,1
STU0282,Electronics,4,9.37,5,"['MySQL', 'Deep Learning', 'Docker', 'Python', 'C++']",0,4,1,2,1
STU0283,Mechanical,4,6.95,8,"['React', 'AWS', 'Git', 'MySQL', 'NLP', 'CSS', 'MongoDB', 'Docker']",4,3,0,4,0
STU0284,Civil,4,5.16,11,"['Deep Learning', 'Django', 'MySQL', 'JavaScript', 'CSS', 'Git', 'MongoDB', 'AWS', 'React', 'Python', 'Linux']",3,4,2,5,1
STU0285,Electronics,4,8.45,3,"['React', 'MongoDB', 'SQL']",6,3,1,5,1
STU0286,Computer Science,3,6.31,11,"['Git', 'Python', 'Deep Learning', 'CSS', 'MySQL', 'Linux', 'MongoDB', 'Machine Learning', 'Node.js', 'AWS', 'JavaScript']",3,4,3,7,0
STU0287,Electronics,3,6.83,7,"['HTML', 'Deep Learning', 'React', 'C++', 'Node.js', 'Linux', 'AWS']",6,1,1,5,1
STU0288,Electrical,4,6.03,8,"['Docker', 'React', 'AWS', 'Deep Learning', 'Node.js', 'SQL', 'Java', 'Django']",4,1,0,2,0
STU0289,Mechanical,3,6.5,5,"['JavaScript', 'Deep Learning', 'Python', 'Java', 'Docker']",2,0,0,1,0
STU0290,Electrical,4,7.55,8,"['Linux', 'Java', 'Docker', 'AWS', 'CSS', 'Python', 'MongoDB', 'Node.js']",1,0,0,7,1
STU0291,Information Science,4,9.46,5,"['MySQL', 'Node.js', 'Python', 'CSS', 'Linux']",6,3,0,1,1
STU0292,Civil,3,7.4,9,"['Node.js', 'Docker', 'HTML', 'C++', 'Python', 'SQL', 'Machine Learning', 'React', 'Java']",0,3,0,5,1
STU0293,Civil,3,6.28,8,"['Node.js', 'React', 'MySQL', 'Django', 'Docker', 'SQL', 'AWS', 'C++']",4,3,4,6,1
STU0294,Electrical,4,9.79,9,"['SQL', 'Python', 'Deep Learning', 'AWS', 'MongoDB', 'MySQL', 'Docker', 'React', 'Node.js']",2,4,3,0,1
STU0295,Civil,4,7.82,3,"['MongoDB', 'NLP', 'React']",6,2,1,1,0
STU0296,Mechanical,3,6.71,7,"['Deep Learning', 'Django', 'Linux', 'C++', 'React', 'Docker', 'JavaScript']",4,4,4,9,1
STU0297,Electrical,3,5.66,7,"['Deep Learning', 'MySQL', 'AWS', 'Machine Learning', 'Node.js', 'NLP', 'Docker']",0,2,0,4,0
STU0298,Computer Science,4,7.52,5,"['C++', 'Java', 'JavaScript', 'MySQL', 'Python']",7,5,4,0,1
STU0299,Computer Science,3,7.97,10,"['Git', 'MongoDB', 'Node.js', 'Docker', 'CSS', 'Java', 'C++', 'Python', 'SQL', 'Django']",6,1,1,3,1
STU0300,Electronics,3,5.16,5,"['NLP', 'React', 'C++', 'Git', 'Deep Learning']",4,5,0,2,1
STU0301,Information Science,3,6.95,3,"['Docker', 'JavaScript', 'HTML']",1,2,1,1,0
STU0302,Computer Science,4,7.25,9,"['MySQL', 'MongoDB', 'CSS', 'AWS', 'Deep Learning', 'Docker', 'SQL', 'React', 'Linux']",2,5,3,8,1
STU0303,Civil,3,7.58,5,"['C++', 'JavaScript', 'Django', 'React', 'CSS']",4,3,3,6,1
STU0304,Electrical,4,6.07,7,"['AWS', 'Machine Learning', 'CSS', 'Deep Learning', 'Django', 'React', 'JavaScript']",2,4,1,3,0
STU0305,Civil,4,5.02,5,"['C++', 'CSS', 'NLP', 'React', 'Java']",1,5,0,5,1
STU0306,Electrical,4,9.8,6,"['Python', 'SQL', 'React', 'Linux', 'Node.js', 'Git']",5,4,3,6,1
STU0307,Electronics,4,5.98,6,"['Git', 'JavaScript', 'Deep Learning', 'SQL', 'Linux', 'MongoDB']",4,5,0,9,0
STU0308,Electronics,4,9.05,11,"['Git', 'Python', 'HTML', 'Machine Learning', 'Deep Learning', 'React', 'MongoDB', 'SQL', 'Linux', 'CSS', 'Java']",1,1,3,9,1
STU0309,Information Science,3,8.91,4,"['Git', 'Deep Learning', 'Python', 'Java']",3,1,2,6,1
STU0310,Information Science,4,5.69,10,"['JavaScript', 'Django', 'Linux', 'CSS', 'HTML', 'Machine Learning', 'Python', 'SQL', 'C++', 'MySQL']",6,2,1,2,0
STU0311,Electrical,4,5.14,11,"['SQL', 'Docker', 'C++', 'CSS', 'Deep Learning', 'Java', 'MySQL', 'Node.js', 'AWS', 'MongoDB', 'React']",2,0,2,1,0
STU0312,Electrical,4,6.05,9,"['HTML', 'JavaScript', 'Machine Learning', 'Node.js', 'SQL', 'AWS', 'C++', 'Deep Learning', 'React']",1,5,1,6,1
STU0313,Electronics,4,8.41,9,"['MySQL', 'Deep Learning', 'CSS', 'NLP', 'Django', 'SQL', 'Python', 'C++', 'MongoDB']",1,2,2,9,1
STU0314,Mechanical,4,5.48,3,"['React', 'Java', 'MySQL']",0,1,4,7,0
STU0315,Information Science,4,8.79,5,"['SQL', 'HTML', 'Django', 'AWS', 'Docker']",0,0,4,2,0
STU0316,Electronics,4,9.65,9,"['AWS', 'MongoDB', 'HTML', 'MySQL', 'Java', 'Linux', 'Node.js', 'C++', 'Docker']",4,0,4,4,1
STU0317,Civil,4,8.95,4,"['SQL', 'AWS', 'Linux', 'Machine Learning']",4,3,4,4,1
STU0318,Electronics,4,7.81,8,"['React', 'MySQL', 'Django', 'Machine Learning', 'Git', 'JavaScript', 'NLP', 'SQL']",6,4,0,5,1
STU0319,Computer Science,4,5.49,6,"['C++', 'Django', 'Deep Learning', 'Git', 'Machine Learning', 'Node.js']",4,3,2,1,0
STU0320,Civil,4,9.1,8,"['Django', 'CSS', 'Docker', 'MongoDB', 'AWS', 'C++', 'NLP', 'Deep Learning']",6,0,0,8,1
STU0321,Electronics,4,6.6,11,"['Git', 'NLP', 'Node.js', 'Linux', 'Python', 'Machine Learning', 'CSS', 'Django', 'Java', 'React', 'JavaScript']",4,5,0,2,0
STU0322,Mechanical,4,6.58,4,"['Git', 'Linux', 'NLP', 'AWS']",7,0,0,5,0
STU0323,Civil,4,6.35,11,"['NLP', 'AWS', 'SQL', 'MongoDB', 'Docker', 'React', 'Machine Learning', 'Deep Learning', 'Node.js', 'Java', 'MySQL']",7,0,3,9,0
STU0324,Civil,4,9.02,11,"['Java', 'Python', 'JavaScript', 'Django', 'Deep Learning', 'MySQL', 'Git', 'AWS', 'Linux', 'CSS', 'SQL']",0,3,2,4,1
STU0325,Electrical,4,8.55,4,"['HTML', 'Python', 'Node.js', 'AWS']",2,4,1,6,1
STU0326,Information Science,4,5.65,8,"['MySQL', 'CSS', 'Django', 'Java', 'Git', 'Python', 'AWS', 'SQL']",5,4,3,3,0
STU0327,Mechanical,3,9.25,7,"['Deep Learning', 'Git', 'Django', 'JavaScript', 'CSS', 'MySQL', 'AWS']",5,2,3,3,1
STU0328,Mechanical,3,9.8,4,"['AWS', 'MongoDB', 'Node.js', 'SQL']",6,2,0,1,1
STU0329,Mechanical,4,8.71,10,"['React', 'Django', 'Docker', 'Python', 'HTML', 'Linux', 'Node.js', 'AWS', 'NLP', 'MongoDB']",0,1,1,8,1
STU0330,Information Science,4,6.7,9,"['Python', 'AWS', 'React', 'Deep Learning', 'Git', 'Django', 'Linux', 'C++', 'HTML']",7,2,4,6,0
STU0331,Electronics,4,7.97,11,"['HTML', 'Python', 'NLP', 'CSS', 'Java', 'Docker', 'React', 'Deep Learning', 'JavaScript', 'C++', 'Git']",4,2,0,9,1
STU0332,Electrical,3,9.62,5,"['SQL', 'C++', 'Docker', 'Machine Learning', 'Django']",7,4,3,0,1
STU0333,Electrical,4,6.53,10,"['Linux', 'CSS', 'NLP', 'JavaScript', 'C++', 'MySQL', 'Machine Learning', 'Java', 'Node.js', 'Django']",3,1,0,2,0
STU0334,Computer Science,4,7.52,8,"['Machine Learning', 'Node.js', 'AWS', 'Git', 'MongoDB', 'Java', 'SQL', 'Docker']",3,5,4,8,1
STU0335,Civil,3,9.18,7,"['Django', 'MongoDB', 'Deep Learning', 'Git', 'MySQL', 'JavaScript', 'NLP']",0,0,0,5,0
STU0336,Information Science,4,8.41,9,"['Node.js', 'Java', 'MongoDB', 'Git', 'HTML', 'Machine Learning', 'Linux', 'Deep Learning', 'JavaScript']",2,3,2,6,1
STU0337,Computer Science,3,5.79,10,"['CSS', 'Deep Learning', 'C++', 'NLP', 'Machine Learning', 'Git', 'HTML', 'MySQL', 'Python', 'React']",6,0,3,9,0
STU0338,Electrical,3,6.34,11,"['SQL', 'NLP', 'Python', 'Java', 'React', 'MongoDB', 'JavaScript', 'Git', 'C++', 'Node.js', 'Docker']",1,5,0,3,1
STU0339,Electrical,4,5.6,10,"['NLP', 'JavaScript', 'Django', 'Git', 'Java', 'SQL', 'MongoDB', 'Node.js', 'HTML', 'Deep Learning']",6,1,3,8,1
STU0340,Information Science,3,5.36,6,"['Deep Learning', 'AWS', 'Python', 'Machine Learning', 'NLP', 'Django']",5,2,3,4,0
STU0341,Mechanical,4,5.45,8,"['Machine Learning', 'Node.js', 'Git', 'AWS', 'SQL', 'NLP', 'C++', 'Linux']",5,5,0,2,0
STU0342,Information Science,4,5.56,3,"['HTML', 'Django', 'React']",5,3,4,7,0
STU0343,Civil,3,9.28,5,"['Django', 'C++', 'HTML', 'Docker', 'MySQL']",6,0,1,0,1
STU0344,Computer Science,3,7.44,3,"['Machine Learning', 'CSS', 'MongoDB']",7,5,4,1,0
STU0345,Electronics,4,9.45,9,"['Machine Learning', 'Django', 'React', 'NLP', 'MySQL', 'Node.js', 'MongoDB', 'CSS', 'Git']",4,1,0,6,1
STU0346,Mechanical,3,7.12,9,"['MySQL', 'Docker', 'MongoDB', 'Django', 'C++', 'React', 'Deep Learning', 'Linux', 'Machine Learning']",0,0,4,4,0
STU0347,Mechanical,4,5.56,11,"['Deep Learning', 'C++', 'React', 'Git', 'NLP', 'Linux', 'JavaScript', 'Java', 'Node.js', 'CSS', 'Python']",5,4,0,9,0
STU0348,Civil,3,7.41,10,"['CSS', 'AWS', 'HTML', 'JavaScript', 'Java', 'Machine Learning', 'Node.js', 'Python', 'C++', 'Deep Learning']",5,5,0,0,1
STU0349,Mechanical,4,7.51,11,"['Java', 'CSS', 'AWS', 'JavaScript', 'SQL', 'Node.js', 'HTML', 'Machine Learning', 'React', 'Django', 'Deep Learning']",1,1,2,5,1
STU0350,Information Science,4,9.67,9,"['JavaScript', 'SQL', 'Linux', 'Docker', 'Machine Learning', 'MongoDB', 'Django', 'C++', 'Deep Learning']",1,3,2,9,1
STU0351,Computer Science,4,5.43,6,"['SQL', 'Django', 'Deep Learning', 'HTML', 'Docker', 'C++']",2,4,3,9,0
STU0352,Civil,4,6.72,9,"['AWS', 'MySQL', 'Python', 'C++', 'HTML', 'NLP', 'Docker', 'CSS', 'JavaScript']",2,1,4,3,1
STU0353,Computer Science,3,9.2,8,"['MySQL', 'C++', 'Node.js', 'Git', 'Machine Learning', 'Java', 'CSS', 'AWS']",2,2,2,4,1
STU0354,Electrical,4,5.12,9,"['Node.js', 'Linux', 'React', 'JavaScript', 'CSS', 'Java', 'HTML', 'Python', 'MySQL']",6,3,2,8,0
STU0355,Electrical,4,5.36,11,"['Deep Learning', 'Linux', 'MySQL', 'Git', 'HTML', 'C++', 'NLP', 'Python', 'JavaScript', 'Machine Learning', 'Java']",2,5,4,0,0
STU0356,Civil,4,5.82,3,"['Python', 'CSS', 'JavaScript']",2,0,3,2,1
STU0357,Computer Science,3,7.75,7,"['Deep Learning', 'Java', 'Docker', 'Linux', 'Python', 'SQL', 'React']",6,0,3,0,1
STU0358,Civil,4,7.06,8,"['Python', 'C++', 'JavaScript', 'MongoDB', 'CSS', 'MySQL', 'Deep Learning', 'Linux']",7,5,1,4,1
STU0359,Computer Science,3,6.6,9,"['Deep Learning', 'Linux', 'C++', 'React', 'Git', 'CSS', 'AWS', 'Java', 'Node.js']",3,0,4,0,0
STU0360,Computer Science,4,8.72,9,"['SQL', 'CSS', 'NLP', 'React', 'HTML', 'Docker', 'Node.js', 'JavaScript', 'Git']",5,0,2,3,1
STU0361,Information Science,4,8.25,3,"['Python', 'MySQL', 'HTML']",4,1,4,4,0
STU0362,Information Science,4,6.59,4,"['C++', 'React', 'AWS', 'Machine Learning']",6,1,3,5,0
STU0363,Mechanical,3,6.46,9,"['Linux', 'SQL', 'Machine Learning', 'HTML', 'Java', 'C++', 'Python', 'MongoDB', 'NLP']",4,0,1,1,0
STU0364,Electronics,4,9.53,11,"['NLP', 'Git', 'SQL', 'C++', 'Docker', 'JavaScript', 'Linux', 'Python', 'HTML', 'Machine Learning', 'MySQL']",2,5,3,0,1
STU0365,Electronics,4,6.26,11,"['Node.js', 'JavaScript', 'Deep Learning', 'SQL', 'Django', 'HTML', 'Linux', 'AWS', 'MySQL', 'NLP', 'React']",6,5,0,3,1
STU0366,Mechanical,4,9.08,7,"['Java', 'Python', 'Git', 'Docker', 'Machine Learning', 'Node.js', 'JavaScript']",3,3,2,8,1
STU0367,Electrical,3,7.58,8,"['SQL', 'Linux', 'Deep Learning', 'MySQL', 'Node.js', 'CSS', 'MongoDB', 'Java']",7,3,0,0,1
STU0368,Computer Science,4,9.65,4,"['Docker', 'Machine Learning', 'Java', 'Django']",3,1,3,6,1
STU0369,Civil,4,6.69,9,"['AWS', 'MongoDB', 'JavaScript', 'HTML', 'Java', 'C++', 'Python', 'Deep Learning', 'SQL']",0,1,0,6,1
STU0370,Computer Science,4,5.19,8,"['NLP', 'HTML', 'Deep Learning', 'JavaScript', 'Django', 'React', 'Docker', 'Machine Learning']",2,2,0,4,1
STU0371,Information Science,4,5.38,5,"['Deep Learning', 'CSS', 'Python', 'Django', 'Linux']",2,3,0,5,1
STU0372,Mechanical,3,7.18,11,"['Node.js', 'JavaScript', 'CSS', 'HTML', 'Machine Learning', 'Java', 'Docker', 'Linux', 'C++', 'MySQL', 'MongoDB']",2,3,1,4,1
STU0373,Information Science,4,7.23,7,"['Linux', 'Java', 'JavaScript', 'Machine Learning', 'CSS', 'MySQL', 'NLP']",7,0,1,0,1
STU0374,Mechanical,4,5.28,10,"['CSS', 'NLP', 'AWS', 'MongoDB', 'HTML', 'Node.js', 'Docker', 'SQL', 'MySQL', 'Python']",6,0,0,9,1
